,perturbation,E2F_target_genes,DNA_damage_response,MAPK_pathway,PI3K_AKT_pathway,n_genes,KO_MYC,KO_TP53,HIGH_CDKN1A,KO_BRCA1,KO_KRAS,KO_PTEN,_scvi_batch,_scvi_labels,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31
494,KRAS,0.921761539979352,0.9870027417812104,0.9499389041814316,0.3465365197968184,326.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,MYC,0.2397899810056498,0.9022208214940464,0.4223919249910308,0.8218210225391593,304.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,TP53,0.6579542135451903,0.3967617415812071,0.8366815967370471,0.1695113343058233,319.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PTEN,0.4374816294308702,0.1413932378540491,0.8052721285735799,0.592558270871537,315.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,non-targeting,0.5040813422240691,0.4804275659765036,0.7215433230091681,0.6772163659749464,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,MYC,0.9480806092527192,0.467769181795284,0.2836790355873544,0.2645567720362484,312.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,non-targeting,0.97906714585153,0.0376641491104351,0.0699650605900904,0.2269521107310224,326.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,KRAS,0.6480974377244967,0.8058251547295947,0.4752095395064198,0.713268325336371,315.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,TP53,0.0416245718555686,0.4167969008093222,0.2754368982343272,0.4053960671501792,319.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PTEN,0.7505749883304443,0.8477401247343976,0.928395885804175,0.603260223314701,325.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,KRAS,0.3093256321932117,0.376275593707045,0.8027542959186185,0.0204216421374336,316.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,KRAS,0.3474786394624923,0.6145031662840416,0.5210134898608736,0.452422726537329,327.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,TP53,0.7273321787059901,0.4245945665525842,0.3778489389867336,0.9368225172255142,314.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PTEN,0.4047628185900414,0.5733580836294037,0.6917366345687186,0.3805192006336637,323.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,KRAS,0.4615807135715708,0.4915683052273438,0.1622458753387755,0.3291089256312601,324.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,non-targeting,0.0163517507431519,0.9992027968395828,0.1449466034048127,0.3137036169061608,314.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,KRAS,0.4046376453672943,0.4378979003322657,0.0455634533365043,0.619251618522714,306.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,MYC,0.0386584163000661,0.1583411770607043,0.1302231459085593,0.1333038618096806,312.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,KRAS,0.5639327686759302,0.7552986057838005,0.2102781209116759,0.6672695453163954,324.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,non-targeting,0.0300757784160288,0.2690358202362308,0.3263253729524433,0.5177329110066388,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,MYC,0.0053310339088749,0.336054044435494,0.8713905133113738,0.4171850263724868,310.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,MYC,0.9626012152092231,0.9231393509763786,0.0229460989159268,0.9089234080340168,317.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,MYC,0.6135686775139095,0.1648367368965483,0.3925466593918699,0.7554756008070075,308.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,BRCA1,0.5961955284455341,0.0390539649584161,0.4366944137599537,0.977085530406626,307.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PTEN,0.4997564447289859,0.5267693103021504,0.150249231790626,0.4798743127444684,317.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,TP53,0.941541940269265,0.5114569771575636,0.7129032354776652,0.2633311571729683,329.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,BRCA1,0.9806311201554876,0.4113918231557292,0.820812993863797,0.3315422967455603,315.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,non-targeting,0.4709185103200122,0.5867360191627521,0.4610549037219189,0.8959215939261992,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PTEN,0.3674848926903233,0.5180677300430996,0.5272396300944627,0.208334938823452,323.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,BRCA1,0.7254601244251546,0.6284998236501734,0.8608917702892862,0.6480369204522167,288.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,non-targeting,0.0551949396518267,0.7424379569710005,0.52392535928622,0.2332934789736279,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,KRAS,0.8219397236716736,0.0044762836079511,0.445206849348994,0.6737447208849762,316.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,non-targeting,0.6545175827528967,0.6900419999369507,0.5113134847669246,0.4729671899446693,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,MYC,0.6410732992062975,0.2923111220840803,0.8784150728715849,0.0460383892219057,308.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PTEN,0.4600871844693657,0.2295029228745373,0.5732476572805555,0.1073960391859978,331.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PTEN,0.1938597334642574,0.3503765800789294,0.208060754191826,0.4363357267343374,324.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,MYC,0.1854942816089547,0.2312963586271411,0.8979392945185544,0.3740334369988836,316.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PTEN,0.8762690701557222,0.678281039742535,0.610452529484474,0.7928478036530806,310.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,non-targeting,0.4255677846354871,0.1334625871128645,0.3022384658653141,0.6466900542183005,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,BRCA1,0.5031203334762746,0.9379364990796312,0.1631353807399187,0.0253215701883754,317.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PTEN,0.5979694879978027,0.067675564379156,0.8579222658196664,0.3182567668089053,324.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PTEN,0.9605688872606264,0.4591907767322295,0.2002209092525847,0.6211968666427803,325.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,TP53,0.537901798515748,0.5174042642454317,0.7142627528044966,0.3525774000949033,339.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,TP53,0.9823041250146348,0.4267203169854684,0.4738645692527854,0.7496085148469982,306.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,non-targeting,0.0921497572801309,0.2686790603852148,0.6979647713409766,0.2750683872555464,327.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,TP53,0.8124479552140593,0.545648693297807,0.8541329027487008,0.0968729829173242,358.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,KRAS,0.9613926027942388,0.4244272537824339,0.3180538329990967,0.4485839439211327,325.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,non-targeting,0.4870099279144299,0.2599997302040538,0.6986913443286696,0.3303080620512848,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,TP53,0.3503332645597455,0.2021294192554885,0.4975305019665184,0.9541431867772135,318.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PTEN,0.6524991402288229,0.588753479829541,0.94432579096907,0.1180188015373969,314.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,MYC,0.4923880774514737,0.7949607695036176,0.4125851660557782,0.6922811956010612,312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,KRAS,0.2116269030066634,0.4743021671483097,0.8016246562916064,0.0153445658804065,310.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,MYC,0.854074960400059,0.4793072792130444,0.9919894665824672,0.777996457855842,287.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PTEN,0.4999308933015381,0.9231182525217644,0.6278789776041034,0.7292801853793984,303.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PTEN,0.0631647467968778,0.6693477640174803,0.7041242766861496,0.1307143087344519,294.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,KRAS,0.3484105519103527,0.9617077140208284,0.3689764786707443,0.947145570526064,314.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,KRAS,0.1714731869028495,0.5800895536836193,0.3631136225163098,0.3090188124653784,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,non-targeting,0.8114387410768367,0.2206749572064118,0.5711271194321899,0.5814170305079921,325.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,MYC,0.8170705059455536,0.0981605531814349,0.7129882282601027,0.7771872547401509,301.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,non-targeting,0.1563335755532502,0.0319369669203432,0.0736416003664047,0.3971866305806505,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,MYC,0.805791452299324,0.8169420654346933,0.5271197343739583,0.2904141071526747,326.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,KRAS,0.375571148534073,0.940325723091242,0.8153219744276553,0.5038672360886861,309.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,BRCA1,0.5947582481903952,0.9463299393744504,0.3286716307237526,0.1756901297650513,321.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,KRAS,0.7933041553064489,0.6625176869835017,0.8266351591730726,0.9408976652607672,314.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,KRAS,0.8449693321558592,0.3249744740384505,0.4865537023944191,0.5325040242511603,324.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,MYC,0.8094251469486282,0.8666477241307701,0.0008210390192223,0.6492468251361453,312.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PTEN,0.8684865681218439,0.8172645933466821,0.8466485739225695,0.4123179548979769,315.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,TP53,0.837807995450373,0.0423455042363871,0.2771810033979247,0.9294356499812754,317.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,non-targeting,0.0472479544682025,0.85501062181203,0.7284132429565215,0.7564337450676376,298.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,BRCA1,0.6386042606943872,0.6464553180286097,0.1702460761540792,0.5980661346689039,326.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PTEN,0.99760077541838,0.560264730669481,0.4592492264033047,0.9911795032855742,327.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,TP53,0.7517258856803453,0.8630238174033442,0.5365129617851242,0.3269344713890364,316.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,MYC,0.3711413613271158,0.9350309464451604,0.8754284586222628,0.0969218070502498,292.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,MYC,0.0185876672508744,0.3820893493460949,0.0631295152921863,0.0835880807410499,328.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,MYC,0.5349125147700995,0.9916962045635052,0.7892676717413838,0.1650807648712412,307.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,MYC,0.7382369260636619,0.8728592483059721,0.8585403587175645,0.2224682618622048,315.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,KRAS,0.4668834090018483,0.1890039876286194,0.9570885662405254,0.756248679096397,322.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,KRAS,0.6572678794995351,0.2316605489027934,0.7065249909028137,0.9518244739077908,319.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,BRCA1,0.5238711137417906,0.1822313074078352,0.5244024269966591,0.8249738900125231,322.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,KRAS,0.3244125303743438,0.0977124789019691,0.9902203606246224,0.2589538777567896,315.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PTEN,0.0988984525084484,0.3204704461975083,0.8132795050205865,0.0006270256933278,309.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,TP53,0.4814543928369548,0.0571814671246601,0.7077849215089927,0.0984573458971743,293.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PTEN,0.2726016645448761,0.1691432766536784,0.1883508168570267,0.059893503258865,318.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,MYC,0.7750223750976303,0.6708101221504162,0.7248944998424444,0.662265116691905,306.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PTEN,0.3197365520139869,0.9912495050637182,0.1932414748168655,0.6119571144839265,299.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,non-targeting,0.7975559412501253,0.3791358825626019,0.6577323632743187,0.5446041123878101,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,non-targeting,0.2035538938210923,0.1661937534972427,0.8710883536520951,0.4469423638553127,297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,TP53,0.9011018698279736,0.5534738623390392,0.0810022362864937,0.4620487888126987,318.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,TP53,0.1533383060782646,0.1073121174788049,0.0768676782359027,0.4060684821567453,321.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,KRAS,0.8461962395880577,0.3942427563324506,0.4400240690497686,0.3690535865766542,312.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,KRAS,0.7860124658802962,0.6813642858616307,0.8504065700506491,0.6584567606042322,326.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,MYC,0.2468949022901529,0.1132987763433874,0.0957860749527456,0.4152953953509319,310.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,TP53,0.2866754005220051,0.3153916173714661,0.0883221206945543,0.9133563615919884,318.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,BRCA1,0.8653064452499185,0.6520089522462541,0.927920787304233,0.3658578685562585,317.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,KRAS,0.9837826008696527,0.1904233097292966,0.1179187879568086,0.0615127012275591,328.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,non-targeting,0.3284828942778984,0.9363800759143692,0.4475356330515899,0.715987659417494,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PTEN,0.3735519494357311,0.7981027043636978,0.0932832266488886,0.704118447844529,298.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,BRCA1,0.369040405550139,0.8763673214491149,0.3004875028083502,0.0643057293125891,319.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,KRAS,0.3283385665670253,0.6928921124295306,0.1470367121369934,0.953019548270954,297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PTEN,0.2438919941539423,0.7219173395223192,0.6572268701540147,0.8320890763963702,311.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,KRAS,0.8992503050174421,0.9928026975673182,0.834115881410338,0.6451714246101401,322.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,KRAS,0.9254298003091794,0.3262726517170341,0.5344234938356456,0.897471303229124,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,non-targeting,0.784257679604499,0.7427401145019024,0.7359011979184774,0.2969114714089289,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,BRCA1,0.7310703834259619,0.6022712048328323,0.3315778182229046,0.5905220528875635,306.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,TP53,0.4942120419103119,0.3377062049384781,0.515010617161454,0.2147571544154409,320.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,non-targeting,0.5869452964024764,0.419189878681145,0.1744030090211327,0.8149038824935361,311.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PTEN,0.6307465879041273,0.0895920727350747,0.448866857883311,0.1845181968599888,315.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,non-targeting,0.4979134758254927,0.2818279425645222,0.8755530482181685,0.94544497310609,321.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,KRAS,0.1598701129274991,0.5554235337984899,0.5374070072149686,0.2064953342186565,340.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,BRCA1,0.508290852652365,0.755443416194314,0.5775324067981722,0.5568531897804014,315.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,TP53,0.9044796655564582,0.4287573210602002,0.7852584673242747,0.0470288462384069,316.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,BRCA1,0.0080702138342515,0.8876138168661598,0.7338144889384854,0.538513776702754,319.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,TP53,0.9828730634398029,0.2116922913545198,0.0027594052050503,0.9074488726460268,304.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,TP53,0.8837662586794038,0.5262579972090171,0.7001642945289404,0.7185548233943208,311.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,MYC,0.8456848223608512,0.7147790534533004,0.0699334173165754,0.8595219643576916,306.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,TP53,0.625414364490286,0.3412990538115146,0.0459025170826046,0.0456463734759601,318.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PTEN,0.9730278535869982,0.1209546915324678,0.1056382315974309,0.3032580087191485,315.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PTEN,0.1184901630797452,0.4839791925016736,0.7283459783273146,0.5314403136263033,307.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,BRCA1,0.6970961164434188,0.7610968610896456,0.7423777067332219,0.2954730372815743,322.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,BRCA1,0.1170903649251922,0.4891713196430699,0.6476342530850859,0.1451105773334839,327.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,KRAS,0.7622386358382768,0.6010738460219244,0.4340108094851197,0.9670567522836774,318.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,TP53,0.7800995916834309,0.5969902158058114,0.4048463120457852,0.100673894526915,297.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,TP53,0.2814364459246522,0.5482993350639551,0.9812936419805516,0.7926436907663338,308.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,KRAS,0.1303237868326832,0.1178769859570968,0.4671707837302465,0.505647219230265,310.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
